# Strata OUTPUT -- Response -- 25 (Outcrop) -- Shear Strain Time Series -- manual-example\G01000.AT2
# Example site for the manual figures
# Time (s),S-1
19.08,-0.000273698
19.085,-0.000264716
19.09,-0.000257118
19.095,-0.000248773
19.1,-0.000237328
19.105,-0.000222389
19.11,-0.000206081
19.115,-0.000190991
19.12,-0.000178086
19.125,-0.000167013
19.13,-0.000157628
19.135,-0.000150258
19.14,-0.000145074
19.145,-0.000141575
19.15,-0.000138075
19.155,-0.000132291
19.16,-0.000123203
19.165,-0.000111816
19.17,-0.000100082
19.175,-8.99388e-05
19.18,-8.32381e-05
19.185,-8.22633e-05
19.19,-8.98207e-05
19.195,-0.000108209
19.2,-0.000138829
19.205,-0.000182365
19.21,-0.000237684
19.215,-0.000301224
19.22,-0.000368158
19.225,-0.000433023
19.23,-0.000489711
19.235,-0.000533265
19.24,-0.000561787
19.245,-0.000575477
19.25,-0.000574845
19.255,-0.000560847
19.26,-0.000535937
19.265,-0.000504233
19.27,-0.000470379
19.275,-0.000438296
19.28,-0.00041087
19.285,-0.000389481
19.29,-0.000373006
19.295,-0.000358481
19.3,-0.000343102
19.305,-0.000324723
19.31,-0.000301731
19.315,-0.000273426
19.32,-0.000239355
19.325,-0.000198406
19.33,-0.0001495
19.335,-9.28149e-05
19.34,-2.96959e-05
19.345,3.83686e-05
19.35,0.000109948
19.355,0.000183184
19.36,0.000255674
19.365,0.000324402
19.37,0.000385957
19.375,0.000437232
19.38,0.000475862
19.385,0.00050046
19.39,0.000511017
19.395,0.00050932
19.4,0.000498731
19.405,0.000483104
19.41,0.000465571
19.415,0.000447902
19.42,0.000430683
19.425,0.000414092
19.43,0.000398553
19.435,0.0003843
19.44,0.000371037
19.445,0.000359014
19.45,0.000349708
19.455,0.000344459
19.46,0.000343121
19.465,0.000344917
19.47,0.000349191
19.475,0.00035491
19.48,0.000360993
19.485,0.00036679
19.49,0.000371887
19.495,0.000376524
19.5,0.000381588
19.505,0.000387365
19.51,0.000393427
19.515,0.000399842
19.52,0.000407052
19.525,0.00041459
19.53,0.000420999
19.535,0.000425122
19.54,0.000426762
19.545,0.000426165
19.55,0.000423633
19.555,0.000419582
19.56,0.00041421
19.565,0.000407424
19.57,0.000399574
19.575,0.000391543
19.58,0.000383575
19.585,0.000374535
19.59,0.000362416
19.595,0.000345079
19.6,0.000320969
19.605,0.000289917
19.61,0.000253121
19.615,0.000212395
19.62,0.000169517
19.625,0.000126222
19.63,8.45585e-05
19.635,4.66437e-05
19.64,1.38304e-05
19.645,-1.35003e-05
19.65,-3.54806e-05
19.655,-5.25921e-05
19.66,-6.53438e-05
19.665,-7.38615e-05
19.67,-7.83074e-05
19.675,-7.89747e-05
19.68,-7.60265e-05
19.685,-7.01537e-05
19.69,-6.2765e-05
19.695,-5.46122e-05
19.7,-4.49749e-05
19.705,-3.27898e-05
19.71,-1.79491e-05
19.715,-1.52971e-06
19.72,1.46908e-05
19.725,2.94185e-05
19.73,4.27715e-05
19.735,5.56578e-05
19.74,6.85331e-05
19.745,8.1009e-05
19.75,9.21501e-05
19.755,0.000100475
19.76,0.000103925
19.765,0.000100419
19.77,8.82003e-05
19.775,6.61635e-05
19.78,3.4656e-05
19.785,-4.83228e-06
19.79,-5.0613e-05
19.795,-0.000100139
19.8,-0.000149255
19.805,-0.000193667
19.81,-0.000231046
19.815,-0.000261139
19.82,-0.000284144
19.825,-0.000300348
19.83,-0.000311539
19.835,-0.000320897
19.84,-0.000331056
19.845,-0.000343106
19.85,-0.000357179
19.855,-0.00037348
19.86,-0.000392254
19.865,-0.000412529
19.87,-0.000432115
19.875,-0.000449345
19.88,-0.000464057
19.885,-0.000476966
19.89,-0.000488399
19.895,-0.000497473
19.9,-0.000502244
19.905,-0.000499862
19.91,-0.00048696
19.915,-0.000461229
19.92,-0.000422259
19.925,-0.000370807
19.93,-0.000308796
19.935,-0.000239824
19.94,-0.000168577
19.945,-0.000100372
19.95,-4.03399e-05
19.955,8.59669e-06
19.96,4.60631e-05
19.965,7.27257e-05
19.97,8.97857e-05
19.975,9.92114e-05
19.98,0.000103395
19.985,0.000104608
19.99,0.000104805
19.995,0.000105518
20,0.000107365
20.005,0.000109682
20.01,0.000111065
20.015,0.000110277
20.02,0.000106627
20.025,0.00010026
20.03,9.23792e-05
20.035,8.43449e-05
20.04,7.63275e-05
20.045,6.75905e-05
20.05,5.78918e-05
20.055,4.76221e-05
20.06,3.65243e-05
20.065,2.30198e-05
20.07,4.97809e-06
20.075,-1.89586e-05
20.08,-4.83969e-05
20.085,-8.13971e-05
20.09,-0.000115685
20.095,-0.000149034
20.1,-0.000178971
20.105,-0.000203532
20.11,-0.000221717
20.115,-0.000232658
20.12,-0.000235474
20.125,-0.000229867
20.13,-0.000215976
20.135,-0.000194379
20.14,-0.00016706
20.145,-0.000137644
20.15,-0.000109922
20.155,-8.58567e-05
20.16,-6.47636e-05
20.165,-4.4686e-05
20.17,-2.43927e-05
20.175,-3.40995e-06
20.18,1.90464e-05
20.185,4.42302e-05
20.19,7.32913e-05
20.195,0.000106378
20.2,0.000142027
20.205,0.00017792
20.21,0.000211666
20.215,0.00024054
20.22,0.000262429
20.225,0.000277463
20.23,0.000287352
20.235,0.000293641
20.24,0.000297678
20.245,0.000301325
20.25,0.00030652
20.255,0.000314264
20.26,0.000324559
20.265,0.000337066
20.27,0.000351079
20.275,0.000365376
20.28,0.000379032
20.285,0.000391736
20.29,0.000403271
20.295,0.000413706
20.3,0.000423649
20.305,0.000433604
20.31,0.000443496
20.315,0.000453132
20.32,0.000462484
20.325,0.000471152
20.33,0.000478086
20.335,0.000482138
20.34,0.000482943
20.345,0.000481365
20.35,0.000478684
20.355,0.000475076
20.36,0.000469469
20.365,0.000460883
20.37,0.000448869
20.375,0.000432664
20.38,0.000411056
20.385,0.000383206
20.39,0.000349334
20.395,0.000310856
20.4,0.000270044
20.405,0.000229352
20.41,0.000190432
20.415,0.000153748
20.42,0.00011948
20.425,8.79002e-05
20.43,5.81311e-05
20.435,2.84654e-05
20.44,-1.27809e-06
20.445,-2.98888e-05
20.45,-5.71562e-05
20.455,-8.40642e-05
20.46,-0.000111157
20.465,-0.000138105
20.47,-0.000164224
20.475,-0.000188719
20.48,-0.000211192
20.485,-0.000232366
20.49,-0.000253834
20.495,-0.000276999
20.5,-0.000302074
20.505,-0.000327996
20.51,-0.000353421
20.515,-0.000377554
20.52,-0.000400238
20.525,-0.000421749
20.53,-0.000442241
20.535,-0.00046142
20.54,-0.000479419
20.545,-0.000497675
20.55,-0.000517814
20.555,-0.000539847
20.56,-0.000562379
20.565,-0.000584206
20.57,-0.000604835
20.575,-0.000623761
20.58,-0.000640155
20.585,-0.000653263
20.59,-0.000662518
20.595,-0.000667724
20.6,-0.000669823
20.605,-0.000670742
20.61,-0.000672039
20.615,-0.000674235
20.62,-0.000677055
20.625,-0.000679468
20.63,-0.000679921
20.635,-0.000677019
20.64,-0.000669769
20.645,-0.000657577
20.65,-0.000640556
20.655,-0.000619256
20.66,-0.000593939
20.665,-0.000564721
20.67,-0.000532132
20.675,-0.000497062
20.68,-0.000460417
20.685,-0.000423079
20.69,-0.000386105
20.695,-0.000350994
20.7,-0.000319691
20.705,-0.000293945
20.71,-0.000274641
20.715,-0.000261909
20.72,-0.000255602
20.725,-0.000255232
20.73,-0.000259505
20.735,-0.000265858
20.74,-0.000270696
20.745,-0.000270581
20.75,-0.000263342
20.755,-0.000248462
20.76,-0.000226654
20.765,-0.000199018
20.77,-0.000167145
20.775,-0.000134141
20.78,-0.00010401
20.785,-7.94249e-05
20.79,-6.13436e-05
20.795,-5.02828e-05
20.8,-4.63451e-05
20.805,-4.85432e-05
20.81,-5.50906e-05
20.815,-6.39549e-05
20.82,-7.29086e-05
20.825,-7.93718e-05
20.83,-8.07536e-05
20.835,-7.52127e-05
20.84,-6.15868e-05
20.845,-3.87569e-05
20.85,-5.8366e-06
20.855,3.67263e-05
20.86,8.66176e-05
20.865,0.000141023
20.87,0.000198126
20.875,0.000256647
20.88,0.00031454
20.885,0.000368814
20.89,0.000417027
20.895,0.000458956
20.9,0.00049629
20.905,0.000530587
20.91,0.00056218
20.915,0.000591535
20.92,0.000620858
20.925,0.000653472
20.93,0.000691679
20.935,0.000735881
20.94,0.000785519
20.945,0.000839914
20.95,0.000898187
20.955,0.000958898
20.96,0.00102
20.965,0.00107886
20.97,0.00113237
20.975,0.00117755
20.98,0.00121207
20.985,0.00123474
20.99,0.00124554
20.995,0.00124495
21,0.00123349
21.005,0.00121221
21.01,0.00118247
21.015,0.00114496
21.02,0.00109987
21.025,0.00104863
21.03,0.0009937
21.035,0.000936075
21.04,0.000874804
21.045,0.000809044
21.05,0.000738434
21.055,0.000662259
21.06,0.000580347
21.065,0.000493669
21.07,0.000403198
21.075,0.000309543
21.08,0.000213466
21.085,0.000115984
21.09,1.87331e-05
21.095,-7.60175e-05
21.1,-0.00016648
21.105,-0.000252279
21.11,-0.000334217
21.115,-0.000413141
21.12,-0.000488837
21.125,-0.000560077
21.13,-0.000625675
21.135,-0.000684982
21.14,-0.000736844
21.145,-0.000778974
21.15,-0.000809377
21.155,-0.000827349
21.16,-0.000832992
21.165,-0.000827599
21.17,-0.000814324
21.175,-0.000797496
21.18,-0.000781292
21.185,-0.000768505
21.19,-0.000760396
21.195,-0.000757635
21.2,-0.000760797
21.205,-0.00076986
21.21,-0.000783388
21.215,-0.000799043
21.22,-0.000815059
21.225,-0.000830268
21.23,-0.000843331
21.235,-0.000852906
21.24,-0.000858186
21.245,-0.000858561
21.25,-0.00085295
21.255,-0.000840231
21.26,-0.000820561
21.265,-0.000796031
21.27,-0.000769698
21.275,-0.00074397
21.28,-0.000720443
21.285,-0.000700834
21.29,-0.000686933
21.295,-0.000679659
21.3,-0.00067869
21.305,-0.000682419
21.31,-0.00068762
21.315,-0.000690025
21.32,-0.000686427
21.325,-0.000675669
21.33,-0.000657279
21.335,-0.000630542
21.34,-0.000594761
21.345,-0.000549573
21.35,-0.000495589
21.355,-0.000434751
21.36,-0.000369815
21.365,-0.000303397
21.37,-0.000237304
21.375,-0.000173019
21.38,-0.000112619
21.385,-5.85646e-05
21.39,-1.26023e-05
21.395,2.49663e-05
21.4,5.49019e-05
21.405,7.82664e-05
21.41,9.65185e-05
21.415,0.000111648
21.42,0.000125451
21.425,0.000139083
21.43,0.000153464
21.435,0.000169935
21.44,0.000190244
21.445,0.000215097
21.45,0.000243044
21.455,0.000271976
21.46,0.000300852
21.465,0.00032922
21.47,0.000356491
21.475,0.000382168
21.48,0.000406225
21.485,0.000429255
21.49,0.000451714
21.495,0.000473277
21.5,0.000493691
21.505,0.000513646
21.51,0.000534317
21.515,0.000556161
21.52,0.000578613
21.525,0.00060094
21.53,0.000622318
21.535,0.000641502
21.54,0.000657383
21.545,0.000669123
21.55,0.000675679
21.555,0.00067631
21.56,0.000671485
21.565,0.000662624
21.57,0.000651057
21.575,0.000637272
21.58,0.000621179
21.585,0.00060306
21.59,0.0005833
21.595,0.000561299
21.6,0.000535436
21.605,0.000503746
21.61,0.000464966
21.615,0.000419215
21.62,0.000367376
21.625,0.000310725
21.63,0.000250992
21.635,0.000189398
21.64,0.000126105
21.645,6.16143e-05
21.65,-2.25936e-06
21.655,-6.33737e-05
21.66,-0.000120184
21.665,-0.000171594
21.67,-0.000216563
21.675,-0.000253943
21.68,-0.000282773
21.685,-0.000303178
21.69,-0.000316584
21.695,-0.00032472
21.7,-0.000329222
21.705,-0.000331882
21.71,-0.000334219
21.715,-0.000336959
21.72,-0.000339807
21.725,-0.000341754
21.73,-0.000341817
21.735,-0.000339197
21.74,-0.000332916
21.745,-0.000321812
21.75,-0.000305374
21.755,-0.000284885
21.76,-0.000263107
21.765,-0.000242026
21.77,-0.000221268
21.775,-0.000199246
21.78,-0.000174882
21.785,-0.00014779
21.79,-0.000117773
21.795,-8.50762e-05
21.8,-5.1238e-05
21.805,-1.89819e-05
21.81,9.0785e-06
21.815,3.14853e-05
21.82,4.82718e-05
21.825,6.06516e-05
21.83,6.99032e-05
21.835,7.69349e-05
21.84,8.314e-05
21.845,9.04971e-05
21.85,0.000100358
21.855,0.000112476
21.86,0.000125022
21.865,0.000135527
21.87,0.000142288
21.875,0.000144576
21.88,0.000141696
21.885,0.000133057
21.89,0.000119079
21.895,0.000101246
21.9,8.12647e-05
21.905,6.07548e-05
21.91,4.1606e-05
21.915,2.49577e-05
21.92,9.56805e-06
21.925,-6.89296e-06
21.93,-2.5456e-05
21.935,-4.64574e-05
21.94,-7.04267e-05
21.945,-9.66844e-05
21.95,-0.000123352
21.955,-0.000149501
21.96,-0.000175261
21.965,-0.000200141
21.97,-0.000223244
21.975,-0.000244399
21.98,-0.000264042
21.985,-0.000283038
21.99,-0.000302652
21.995,-0.000324018
22,-0.000347666
22.005,-0.000373017
22.01,-0.000398343
22.015,-0.000421832
22.02,-0.000442287
22.025,-0.000458388
22.03,-0.000468091
22.035,-0.000469724
22.04,-0.000463041
22.045,-0.00044822
22.05,-0.000424912
22.055,-0.000393457
22.06,-0.000355809
22.065,-0.000314285
22.07,-0.000270288
22.075,-0.000224582
22.08,-0.000178494
22.085,-0.000133991
22.09,-9.19178e-05
22.095,-5.13831e-05
22.1,-1.1698e-05
22.105,2.63798e-05
22.11,6.16668e-05
22.115,9.39207e-05
22.12,0.000124052
22.125,0.000153144
22.13,0.000181336
22.135,0.000208368
22.14,0.000235435
22.145,0.000265029
22.15,0.000298137
22.155,0.000333012
22.16,0.00036705
22.165,0.000398249
22.17,0.000424561
22.175,0.000443683
22.18,0.000454117
22.185,0.000455633
22.19,0.000448861
22.195,0.000435181
22.2,0.000416957
22.205,0.000397209
22.21,0.000378557
22.215,0.000362531
22.22,0.000349686
22.225,0.000340107
22.23,0.000333815
22.235,0.000330552
22.24,0.000329652
22.245,0.000330792
22.25,0.000334306
22.255,0.000340007
22.26,0.000346472
22.265,0.000352357
22.27,0.000357428
22.275,0.000361536
22.28,0.000363698
22.285,0.000363051
22.29,0.000359726
22.295,0.000354439
22.3,0.000348606
22.305,0.000344569
22.31,0.000344118
22.315,0.000347505
22.32,0.000354749
22.325,0.000365888
22.33,0.000379163
22.335,0.000390914
22.34,0.00039753
22.345,0.00039681
22.35,0.000388296
22.355,0.000372426
22.36,0.000349569
22.365,0.000320801
22.37,0.000288257
22.375,0.000253586
22.38,0.000217525
22.385,0.000181057
22.39,0.00014512
22.395,0.000109354
22.4,7.29885e-05
22.405,3.6774e-05
22.41,2.71161e-06
22.415,-2.76545e-05
22.42,-5.34352e-05
22.425,-7.34241e-05
22.43,-8.65025e-05
22.435,-9.28462e-05
22.44,-9.38879e-05
22.445,-9.12982e-05
22.45,-8.59377e-05
22.455,-7.79214e-05
22.46,-6.79085e-05
22.465,-5.7369e-05
22.47,-4.7407e-05
22.475,-3.82309e-05
22.48,-2.94004e-05
22.485,-1.9758e-05
22.49,-8.09514e-06
22.495,5.49367e-06
22.5,2.03971e-05
22.505,3.69845e-05
22.51,5.5659e-05
22.515,7.61925e-05
22.52,9.87553e-05
22.525,0.000123306
22.53,0.000148256
22.535,0.00017165
22.54,0.000192458
22.545,0.00020977
22.55,0.000222532
22.555,0.000230311
22.56,0.000233039
22.565,0.000230345
22.57,0.000221897
22.575,0.000207959
22.58,0.000188968
22.585,0.000164951
22.59,0.000136348
22.595,0.000105046
22.6,7.35243e-05
22.605,4.36236e-05
22.61,1.70622e-05
22.615,-4.41152e-06
22.62,-2.02079e-05
22.625,-3.06112e-05
22.63,-3.566e-05
22.635,-3.59494e-05
22.64,-3.33749e-05
22.645,-3.0047e-05
22.65,-2.75043e-05
22.655,-2.69511e-05
22.66,-2.91152e-05
22.665,-3.38252e-05
22.67,-4.02424e-05
22.675,-4.7098e-05
22.68,-5.27294e-05
22.685,-5.58231e-05
22.69,-5.58719e-05
22.695,-5.25506e-05
22.7,-4.5609e-05
22.705,-3.53194e-05
22.71,-2.21573e-05
22.715,-6.71387e-06
22.72,9.85903e-06
22.725,2.64682e-05
22.73,4.28123e-05
22.735,5.86963e-05
22.74,7.32267e-05
22.745,8.48373e-05
22.75,9.17343e-05
22.755,9.29588e-05
22.76,8.91853e-05
22.765,8.17755e-05
22.77,7.16468e-05
22.775,5.98643e-05
22.78,4.80462e-05
22.785,3.72175e-05
22.79,2.74876e-05
22.795,1.89159e-05
22.8,1.15671e-05
22.805,5.06938e-06
22.81,-1.66377e-06
22.815,-1.06067e-05
22.82,-2.3677e-05
22.825,-4.10785e-05
22.83,-6.12066e-05
22.835,-8.2099e-05
22.84,-0.000102262
22.845,-0.000120375
22.85,-0.00013542
22.855,-0.000147243
22.86,-0.000156153
22.865,-0.000162183
22.87,-0.000164988
22.875,-0.000164347
22.88,-0.000160786
22.885,-0.000155089
22.89,-0.000147202
22.895,-0.000136686
22.9,-0.000123875
22.905,-0.000110152
22.91,-9.80262e-05
22.915,-9.04679e-05
22.92,-8.9037e-05
22.925,-9.31247e-05
22.93,-0.000101112
22.935,-0.000111299
22.94,-0.00012182
22.945,-0.000130787
22.95,-0.000136543
22.955,-0.000137303
22.96,-0.00013153
22.965,-0.00011928
22.97,-0.000102528
22.975,-8.40078e-05
22.98,-6.59706e-05
22.985,-4.99594e-05
22.99,-3.74148e-05
22.995,-3.00385e-05
23,-2.89251e-05
23.005,-3.34929e-05
23.01,-4.22965e-05
23.015,-5.43235e-05
23.02,-6.85281e-05
23.025,-8.35229e-05
23.03,-9.84387e-05
23.035,-0.000112577
23.04,-0.000124652
23.045,-0.000133507
23.05,-0.000138589
23.055,-0.00013983
23.06,-0.000137956
23.065,-0.000134539
23.07,-0.000131193
23.075,-0.000128756
23.08,-0.000127493
23.085,-0.000127494
23.09,-0.000128238
23.095,-0.000128516
23.1,-0.000127354
23.105,-0.000124189
23.11,-0.000117948
23.115,-0.000107127
23.12,-9.09763e-05
23.125,-6.99534e-05
23.13,-4.53183e-05
23.135,-1.86913e-05
23.14,8.15389e-06
23.145,3.32537e-05
23.15,5.49546e-05
23.155,7.28857e-05
23.16,8.7788e-05
23.165,0.000100395
23.17,0.000111165
23.175,0.000120747
23.18,0.000129864
23.185,0.000138885
23.19,0.000148058
23.195,0.00015755
23.2,0.000167042
23.205,0.000176449
23.21,0.000186551
23.215,0.00019786
23.22,0.000210228
23.225,0.000223985
23.23,0.00023955
23.235,0.00025585
23.24,0.000270741
23.245,0.000282477
23.25,0.000289745
23.255,0.000291579
23.26,0.000288264
23.265,0.000281306
23.27,0.000272403
23.275,0.000263101
23.28,0.000254842
23.285,0.000248946
23.29,0.000246626
23.295,0.00024813
23.3,0.000251848
23.305,0.000255387
23.31,0.000257352
23.315,0.000257246
23.32,0.000254357
23.325,0.00024829
23.33,0.000240212
23.335,0.000232111
23.34,0.000225166
23.345,0.000219663
23.35,0.000215698
23.355,0.00021317
23.36,0.000211154
23.365,0.00020772
23.37,0.000200869
23.375,0.000189623
23.38,0.000174338
23.385,0.000156521
23.39,0.000138034
23.395,0.000120194
23.4,0.000103765
23.405,8.92025e-05
23.41,7.65121e-05
23.415,6.52941e-05
23.42,5.53746e-05
23.425,4.71391e-05
23.43,4.05779e-05
23.435,3.47052e-05
23.44,2.90403e-05
23.445,2.4303e-05
23.45,2.09056e-05
23.455,1.88382e-05
23.46,1.85287e-05
23.465,1.97368e-05
23.47,2.12239e-05
23.475,2.25199e-05
23.48,2.39586e-05
23.485,2.48554e-05
23.49,2.35673e-05
23.495,1.9209e-05
23.5,1.20058e-05
23.505,2.64896e-06
23.51,-7.76333e-06
23.515,-1.80887e-05
23.52,-2.79872e-05
23.525,-3.74355e-05
23.53,-4.55857e-05
23.535,-5.16699e-05
23.54,-5.66024e-05
23.545,-6.19997e-05
23.55,-6.84407e-05
23.555,-7.58034e-05
23.56,-8.3975e-05
23.565,-9.2626e-05
23.57,-0.0001011
23.575,-0.000108754
23.58,-0.000115071
23.585,-0.000119509
23.59,-0.000121715
23.595,-0.000121561
23.6,-0.000118993
23.605,-0.000114551
23.61,-0.000109563
23.615,-0.000105284
23.62,-0.000102073
23.625,-9.93318e-05
23.63,-9.64926e-05
23.635,-9.40308e-05
23.64,-9.26943e-05
23.645,-9.2195e-05
23.65,-9.19844e-05
23.655,-9.25116e-05
23.66,-9.4308e-05
23.665,-9.67549e-05
23.67,-9.89876e-05
23.675,-0.000101261
23.68,-0.000104191
23.685,-0.000106973
23.69,-0.000107739
23.695,-0.000105686
23.7,-0.000101419
23.705,-9.54503e-05
23.71,-8.76798e-05
23.715,-7.8164e-05
23.72,-6.77175e-05
23.725,-5.78629e-05
23.73,-5.00951e-05
23.735,-4.48866e-05
23.74,-4.17303e-05
23.745,-3.99469e-05
23.75,-3.88987e-05
23.755,-3.79473e-05
23.76,-3.6684e-05
23.765,-3.5162e-05
23.77,-3.37866e-05
23.775,-3.23915e-05
23.78,-2.96578e-05
23.785,-2.45975e-05
23.79,-1.79619e-05
23.795,-1.12244e-05
23.8,-5.34641e-06
23.805,-8.77883e-07
23.81,1.92481e-06
23.815,2.95663e-06
23.82,1.51591e-06
23.825,-3.7614e-06
23.83,-1.35395e-05
23.835,-2.68259e-05
23.84,-4.21477e-05
23.845,-5.91485e-05
23.85,-7.80418e-05
23.855,-9.84071e-05
23.86,-0.000119669
23.865,-0.000141644
23.87,-0.000164022
23.875,-0.000186565
23.88,-0.000209427
23.885,-0.000232252
23.89,-0.00025408
23.895,-0.000274215
23.9,-0.000292268
23.905,-0.000308502
23.91,-0.000324168
23.915,-0.000340169
23.92,-0.000356028
23.925,-0.000370866
23.93,-0.000384117
23.935,-0.000394822
23.94,-0.000401831
23.945,-0.00040473
23.95,-0.000403419
23.955,-0.00039766
23.96,-0.000387723
23.965,-0.000374664
23.97,-0.000359543
23.975,-0.000342841
23.98,-0.000324856
23.985,-0.000306166
23.99,-0.000287406
23.995,-0.000268966
24,-0.000251134
24.005,-0.00023437
24.01,-0.000219159
24.015,-0.000205683
24.02,-0.000193909
24.025,-0.000183502
24.03,-0.000173338
24.035,-0.000162018
24.04,-0.000148716
24.045,-0.00013277
24.05,-0.000113331
24.055,-9.00823e-05
24.06,-6.36925e-05
24.065,-3.54517e-05
24.07,-7.18594e-06
24.075,1.84672e-05
24.08,3.89648e-05
24.085,5.34741e-05
24.09,6.28988e-05
24.095,6.86539e-05
24.1,7.21662e-05
24.105,7.48725e-05
24.11,7.75888e-05
24.115,8.04085e-05
24.12,8.3725e-05
24.125,8.81785e-05
24.13,9.3352e-05
24.135,9.80464e-05
24.14,0.00010198
24.145,0.00010609
24.15,0.000111687
24.155,0.000119934
24.16,0.000131283
24.165,0.000145196
24.17,0.000160587
24.175,0.000176417
24.18,0.000191726
24.185,0.000205092
24.19,0.000214773
24.195,0.000220147
24.2,0.000222529
24.205,0.000224015
24.21,0.000225949
24.215,0.000228938
24.22,0.000233425
24.225,0.000239471
24.23,0.000246852
24.235,0.000255796
24.24,0.000266809
24.245,0.000279461
24.25,0.000292124
24.255,0.000303196
24.26,0.000311475
24.265,0.000315498
24.27,0.000314162
24.275,0.000307462
24.28,0.000295734
24.285,0.00027926
24.29,0.000258475
24.295,0.000233926
24.3,0.000206917
24.305,0.000179759
24.31,0.000154512
24.315,0.000132091
24.32,0.000112861
24.325,9.70922e-05
24.33,8.45685e-05
24.335,7.46387e-05
24.34,6.65776e-05
24.345,5.94623e-05
24.35,5.23609e-05
24.355,4.47866e-05
24.36,3.63631e-05
24.365,2.6473e-05
24.37,1.49975e-05
24.375,2.6413e-06
24.38,-1.0379e-05
24.385,-2.49471e-05
24.39,-4.14592e-05
24.395,-5.87825e-05
24.4,-7.54087e-05
24.405,-9.07736e-05
24.41,-0.000105254
24.415,-0.000119019
24.42,-0.00013121
24.425,-0.000141048
24.43,-0.000149231
24.435,-0.000157111
24.44,-0.00016512
24.445,-0.000172968
24.45,-0.000180604
24.455,-0.000188077
24.46,-0.000195355
24.465,-0.000202809
24.47,-0.000211138
24.475,-0.000220961
24.48,-0.000233004
24.485,-0.000247818
24.49,-0.000264886
24.495,-0.000282932
24.5,-0.000300908
24.505,-0.000318053
24.51,-0.000333705
24.515,-0.000347121
24.52,-0.000356908
24.525,-0.000361592
24.53,-0.000360961
24.535,-0.000355692
24.54,-0.000346035
24.545,-0.000331952
24.55,-0.0003139
24.555,-0.00029288
24.56,-0.000270155
24.565,-0.000246465
24.57,-0.000221458
24.575,-0.000194868
24.58,-0.000167918
24.585,-0.000142612
24.59,-0.000120064
24.595,-0.000100107
24.6,-8.22509e-05
24.605,-6.628e-05
24.61,-5.18953e-05
24.615,-3.84601e-05
24.62,-2.5082e-05
24.625,-1.09163e-05
24.63,4.23897e-06
24.635,1.97197e-05
24.64,3.43517e-05
24.645,4.6591e-05
24.65,5.46147e-05
24.655,5.7419e-05
24.66,5.56752e-05
24.665,5.08175e-05
24.67,4.40573e-05
24.675,3.63504e-05
24.68,2.81639e-05
24.685,1.95483e-05
24.69,1.09611e-05
24.695,3.02506e-06
24.7,-4.51904e-06
24.705,-1.24978e-05
24.71,-2.14443e-05
24.715,-3.16355e-05
24.72,-4.2889e-05
24.725,-5.41595e-05
24.73,-6.43533e-05
24.735,-7.32051e-05
24.74,-8.06494e-05
24.745,-8.62614e-05
24.75,-9.02454e-05
24.755,-9.38416e-05
24.76,-9.77471e-05
24.765,-0.000101394
24.77,-0.000104301
24.775,-0.000106797
24.78,-0.000109138
24.785,-0.000110557
24.79,-0.000109766
24.795,-0.000106918
24.8,-0.000104153
24.805,-0.000103551
24.81,-0.000105737
24.815,-0.000110795
24.82,-0.000118982
24.825,-0.000129609
24.83,-0.000140857
24.835,-0.000151812
24.84,-0.000162875
24.845,-0.000173964
24.85,-0.000184382
24.855,-0.000193998
24.86,-0.000202852
24.865,-0.000210725
24.87,-0.000217786
24.875,-0.000224486
24.88,-0.000230914
24.885,-0.000236827
24.89,-0.000241952
24.895,-0.000246346
24.9,-0.000250566
24.905,-0.000254876
24.91,-0.000258707
24.915,-0.0002614
24.92,-0.000262601
24.925,-0.000261918
24.93,-0.000259021
24.935,-0.000253852
24.94,-0.000246395
24.945,-0.000236314
24.95,-0.000223058
24.955,-0.000206647
24.96,-0.000188021
24.965,-0.000168334
24.97,-0.00014832
24.975,-0.000128513
24.98,-0.000109338
24.985,-9.07924e-05
24.99,-7.26969e-05
24.995,-5.52343e-05
25,-3.89182e-05
25.005,-2.38918e-05
25.01,-9.21967e-06
25.015,6.35623e-06
25.02,2.25677e-05
25.025,3.77423e-05
25.03,5.10553e-05
25.035,6.30172e-05
25.04,7.3958e-05
25.045,8.38502e-05
25.05,9.29767e-05
25.055,0.000101541
25.06,0.00010932
25.065,0.000116126
25.07,0.000122102
25.075,0.000127619
25.08,0.000133305
25.085,0.000139971
25.09,0.000148359
25.095,0.000159389
25.1,0.000174074
25.105,0.000192592
25.11,0.000214314
25.115,0.000238811
25.12,0.000265766
25.125,0.000294274
25.13,0.000323333
25.135,0.000352601
25.14,0.000381935
25.145,0.000410571
25.15,0.000437389
25.155,0.000462088
25.16,0.000485561
25.165,0.000508736
25.17,0.000531686
25.175,0.000554277
25.18,0.000576819
25.185,0.000599296
25.19,0.000620605
25.195,0.00063942
25.2,0.000655083
25.205,0.000667368
25.21,0.000676254
25.215,0.000681562
25.22,0.000682362
25.225,0.000677495
25.23,0.000666525
25.235,0.000649397
25.24,0.000625791
25.245,0.000596017
25.25,0.000562023
25.255,0.000526336
25.26,0.000490467
25.265,0.000454849
25.27,0.000419566
25.275,0.000384987
25.28,0.000351771
25.285,0.000319889
25.29,0.000288474
25.295,0.000256735
25.3,0.000223764
25.305,0.000188282
25.31,0.000149992
25.315,0.000110379
25.32,7.13677e-05
25.325,3.40879e-05
25.33,-2.23171e-07
