# Strata OUTPUT -- Response -- 25 (Outcrop) -- Shear Strain Time Series -- manual-example\G01000.AT2
# Example site for the manual figures
# Time (s),S-1
6.055,0.0013324
6.06,0.00105924
6.065,0.000817174
6.07,0.000608365
6.075,0.00043374
6.08,0.000292295
6.085,0.000182045
6.09,0.000100866
6.095,4.57789e-05
6.1,1.2093e-05
6.105,-6.3147e-06
6.11,-1.68659e-05
6.115,-2.99478e-05
6.12,-5.89899e-05
6.125,-0.000116436
6.13,-0.000208861
6.135,-0.000335357
6.14,-0.000490036
6.145,-0.000665499
6.15,-0.000853184
6.155,-0.00104165
6.16,-0.00121811
6.165,-0.00137278
6.17,-0.00150034
6.175,-0.00159743
6.18,-0.00166112
6.185,-0.00169024
6.19,-0.00168683
6.195,-0.00165645
6.2,-0.00160679
6.205,-0.0015432
6.21,-0.00146515
6.215,-0.00136915
6.22,-0.0012549
6.225,-0.00112673
6.23,-0.000990907
6.235,-0.000854497
6.24,-0.00072613
6.245,-0.000615343
6.25,-0.000530083
6.255,-0.00047419
6.26,-0.00044643
6.265,-0.000442138
6.27,-0.000455091
6.275,-0.000476311
6.28,-0.000493427
6.285,-0.000494079
6.29,-0.000469539
6.295,-0.000416137
6.3,-0.000336094
6.305,-0.000237224
6.31,-0.000130308
6.315,-2.57028e-05
6.32,6.89733e-05
6.325,0.000149837
6.33,0.000216976
6.335,0.000274167
6.34,0.000325946
6.345,0.000372579
6.35,0.000409777
6.355,0.000434288
6.36,0.000447022
6.365,0.000450889
6.37,0.000448031
6.375,0.000437685
6.38,0.000415542
6.385,0.000378307
6.39,0.000330045
6.395,0.000281752
6.4,0.000245427
6.405,0.000230801
6.41,0.000245356
6.415,0.000292976
6.42,0.000371688
6.425,0.000474628
6.43,0.000594128
6.435,0.000724415
6.44,0.000861331
6.445,0.00100231
6.45,0.00114772
6.455,0.00130133
6.46,0.00146819
6.465,0.00165099
6.47,0.00184739
6.475,0.00204972
6.48,0.0022477
6.485,0.00243264
6.49,0.00259982
6.495,0.00274677
6.5,0.00286974
6.505,0.00296263
6.51,0.00301949
6.515,0.00303772
6.52,0.00301955
6.525,0.00297126
6.53,0.00290077
6.535,0.00281587
6.54,0.00272246
6.545,0.00262268
6.55,0.00251531
6.555,0.00239776
6.56,0.00226774
6.565,0.00212425
6.57,0.00196709
6.575,0.0017946
6.58,0.00160285
6.585,0.00138804
6.59,0.00115015
6.595,0.000893616
6.6,0.000624364
6.605,0.000346734
6.61,6.38787e-05
6.615,-0.000220016
6.62,-0.000499344
6.625,-0.000768739
6.63,-0.00102416
6.635,-0.00126232
6.64,-0.00147992
6.645,-0.00167432
6.65,-0.00184552
6.655,-0.0019968
6.66,-0.00213236
6.665,-0.00225445
6.67,-0.00236441
6.675,-0.00246552
6.68,-0.0025622
6.685,-0.00265663
6.69,-0.00274716
6.695,-0.00282916
6.7,-0.00289792
6.705,-0.00295257
6.71,-0.00299682
6.715,-0.00303492
6.72,-0.00306773
6.725,-0.00309319
6.73,-0.00311008
6.735,-0.00311997
6.74,-0.00312549
6.745,-0.00312754
6.75,-0.0031248
6.755,-0.00311473
6.76,-0.00309366
6.765,-0.00305734
6.77,-0.00300317
6.775,-0.00293172
6.78,-0.00284557
6.785,-0.00274806
6.79,-0.00264336
6.795,-0.00253633
6.8,-0.00243151
6.805,-0.00233148
6.81,-0.00223532
6.815,-0.00213838
6.82,-0.0020329
6.825,-0.00190981
6.83,-0.00176314
6.835,-0.00159421
6.84,-0.00140987
6.845,-0.00121715
6.85,-0.00102097
6.855,-0.000826004
6.86,-0.000638182
6.865,-0.000463868
6.87,-0.000307798
6.875,-0.000171512
6.88,-5.34211e-05
6.885,5.11609e-05
6.89,0.000150023
6.895,0.000249932
6.9,0.00035045
6.905,0.000444175
6.91,0.000523303
6.915,0.000584676
6.92,0.000630164
6.925,0.000663859
6.93,0.000689624
6.935,0.000712092
6.94,0.00073877
6.945,0.000779264
6.95,0.000841846
6.955,0.000930794
6.96,0.00104629
6.965,0.00118521
6.97,0.00134171
6.975,0.00150786
6.98,0.00167409
6.985,0.00183098
6.99,0.0019723
6.995,0.00209486
7,0.00219618
7.005,0.00227491
7.01,0.00233255
7.015,0.00237355
7.02,0.00240484
7.025,0.00243539
7.03,0.00247279
7.035,0.00251889
7.04,0.00257029
7.045,0.00262247
7.05,0.00267248
7.055,0.00271859
7.06,0.00275818
7.065,0.00278698
7.07,0.002802
7.075,0.00280404
7.08,0.00279641
7.085,0.00278328
7.09,0.00276917
7.095,0.00275844
7.1,0.00275364
7.105,0.0027529
7.11,0.00275098
7.115,0.00274513
7.12,0.002737
7.125,0.00272801
7.13,0.00271683
7.135,0.00270212
7.14,0.00268468
7.145,0.00266656
7.15,0.00264913
7.155,0.00263222
7.16,0.00261355
7.165,0.00258853
7.17,0.00255204
7.175,0.0025014
7.18,0.0024372
7.185,0.00236133
7.19,0.00227514
7.195,0.00217988
7.2,0.00207819
7.205,0.00197422
7.21,0.00187241
7.215,0.00177454
7.22,0.00167735
7.225,0.00157558
7.23,0.00146687
7.235,0.00135075
7.24,0.00122458
7.245,0.00108392
7.25,0.000926411
7.255,0.000753755
7.26,0.000569995
7.265,0.000378302
7.27,0.000179786
7.275,-2.43822e-05
7.28,-0.00023123
7.285,-0.000437497
7.29,-0.000642147
7.295,-0.000846766
7.3,-0.00105426
7.305,-0.00126791
7.31,-0.00148973
7.315,-0.00171822
7.32,-0.00194861
7.325,-0.00217441
7.33,-0.00238853
7.335,-0.0025844
7.34,-0.00275654
7.345,-0.00290107
7.35,-0.00301611
7.355,-0.00310123
7.36,-0.00315713
7.365,-0.00318767
7.37,-0.00320208
7.375,-0.00321324
7.38,-0.00323301
7.385,-0.0032689
7.39,-0.00332362
7.395,-0.00339514
7.4,-0.00347774
7.405,-0.00356453
7.41,-0.00364793
7.415,-0.00372002
7.42,-0.00377564
7.425,-0.00381438
7.43,-0.00383864
7.435,-0.00384955
7.44,-0.00384389
7.445,-0.00381457
7.45,-0.00375391
7.455,-0.00365624
7.46,-0.00351811
7.465,-0.00333848
7.47,-0.00312048
7.475,-0.00287259
7.48,-0.0026082
7.485,-0.0023449
7.49,-0.00210216
7.495,-0.00189653
7.5,-0.00173747
7.505,-0.00162551
7.51,-0.00155457
7.515,-0.00151829
7.52,-0.00151263
7.525,-0.00153187
7.53,-0.00156484
7.535,-0.00159603
7.54,-0.00160949
7.545,-0.00159233
7.55,-0.0015372
7.555,-0.00144444
7.56,-0.00132163
7.565,-0.00117786
7.57,-0.00101884
7.575,-0.000849056
7.58,-0.000675577
7.585,-0.000508514
7.59,-0.000360245
7.595,-0.000244653
7.6,-0.000175165
7.605,-0.000161427
7.61,-0.000206809
7.615,-0.000308811
7.62,-0.00046022
7.625,-0.000648978
7.63,-0.00085909
7.635,-0.00107272
7.64,-0.00127088
7.645,-0.00143286
7.65,-0.00153685
7.655,-0.00156345
7.66,-0.0014998
7.665,-0.00134214
7.67,-0.00109798
7.675,-0.000784236
7.68,-0.000420451
7.685,-2.62862e-05
7.69,0.000377166
7.695,0.000769909
7.7,0.00113729
7.705,0.00147035
7.71,0.00176396
7.715,0.00201814
7.72,0.00224133
7.725,0.00244862
7.73,0.00265636
7.735,0.00287859
7.74,0.00312436
7.745,0.00339588
7.75,0.00368958
7.755,0.00399791
7.76,0.00430943
7.765,0.00460891
7.77,0.0048788
7.775,0.00510156
7.78,0.0052628
7.785,0.00535412
7.79,0.00537447
7.795,0.00532984
7.8,0.00523121
7.805,0.00509209
7.81,0.0049259
7.815,0.00474231
7.82,0.00454591
7.825,0.00433854
7.83,0.00412057
7.835,0.00388892
7.84,0.00363692
7.845,0.00335839
7.85,0.00305102
7.855,0.00271708
7.86,0.00236403
7.865,0.00200524
7.87,0.00165768
7.875,0.00133609
7.88,0.00104808
7.885,0.000794285
7.89,0.000571745
7.895,0.000375508
7.9,0.000199619
7.905,3.95452e-05
7.91,-0.000107077
7.915,-0.000242066
7.92,-0.000367927
7.925,-0.000487779
7.93,-0.000604009
7.935,-0.000717384
7.94,-0.00082867
7.945,-0.000940874
7.95,-0.00105925
7.955,-0.00118906
7.96,-0.00133281
7.965,-0.00148896
7.97,-0.00165228
7.975,-0.00181346
7.98,-0.00195869
7.985,-0.00207271
7.99,-0.00214465
7.995,-0.00217052
8,-0.00215138
8.005,-0.00209299
8.01,-0.00200615
8.015,-0.00190448
8.02,-0.00180243
8.025,-0.00171509
8.03,-0.00165742
8.035,-0.00164055
8.04,-0.00166718
8.045,-0.00173166
8.05,-0.00182206
8.055,-0.00191989
8.06,-0.00200312
8.065,-0.00205289
8.07,-0.00205767
8.075,-0.00201518
8.08,-0.00193158
8.085,-0.00181562
8.09,-0.00167308
8.095,-0.00150786
8.1,-0.00132491
8.105,-0.00112835
8.11,-0.000919046
8.115,-0.000697104
8.12,-0.000465382
8.125,-0.000228728
8.13,8.06377e-06
8.135,0.000239646
8.14,0.000458289
8.145,0.000653339
8.15,0.000813144
8.155,0.000928881
8.16,0.000997179
8.165,0.00102029
8.17,0.00100596
8.175,0.000967003
8.18,0.000918199
8.185,0.000872396
8.19,0.000839066
8.195,0.000823719
8.2,0.000827748
8.205,0.000850158
8.21,0.000888851
8.215,0.000939152
8.22,0.000991454
8.225,0.00103176
8.23,0.00104715
8.235,0.00103112
8.24,0.000983445
8.245,0.000906629
8.25,0.00080279
8.255,0.00067306
8.26,0.000520083
8.265,0.000349537
8.27,0.000168668
8.275,-1.55067e-05
8.28,-0.000195913
8.285,-0.000363301
8.29,-0.000505861
8.295,-0.00061263
8.3,-0.0006775
8.305,-0.000700854
8.31,-0.00068954
8.315,-0.000656524
8.32,-0.000618818
8.325,-0.00059219
8.33,-0.000585943
8.335,-0.000603132
8.34,-0.000644486
8.345,-0.000709188
8.35,-0.000792394
8.355,-0.000883998
8.36,-0.000969841
8.365,-0.00103486
8.37,-0.00106646
8.375,-0.00105653
8.38,-0.00100286
8.385,-0.000909359
8.39,-0.000785803
8.395,-0.000647288
8.4,-0.000511013
8.405,-0.000391892
8.41,-0.000299044
8.415,-0.000233685
8.42,-0.00019111
8.425,-0.000164272
8.43,-0.000144351
8.435,-0.000121018
8.44,-8.45377e-05
8.445,-2.71432e-05
8.45,5.61245e-05
8.455,0.000166203
8.46,0.000299346
8.465,0.000447312
8.47,0.000598531
8.475,0.000739657
8.48,0.000857255
8.485,0.000941206
8.49,0.000987634
8.495,0.000996298
8.5,0.000966427
8.505,0.000897923
8.51,0.000795045
8.515,0.000666633
8.52,0.000523365
8.525,0.000376304
8.53,0.000236742
8.535,0.000114655
8.54,1.66835e-05
8.545,-5.49461e-05
8.55,-0.000103101
8.555,-0.000135204
8.56,-0.000160925
8.565,-0.000189803
8.57,-0.000229986
8.575,-0.000287562
8.58,-0.000366654
8.585,-0.000469074
8.59,-0.000591752
8.595,-0.000724696
8.6,-0.000854084
8.605,-0.000968539
8.61,-0.00106151
8.615,-0.00112966
8.62,-0.00117276
8.625,-0.00119383
8.63,-0.00119613
8.635,-0.00118002
8.64,-0.00114378
8.645,-0.00108802
8.65,-0.00101841
8.655,-0.000943069
8.66,-0.000867779
8.665,-0.00079561
8.67,-0.000729812
8.675,-0.000673421
8.68,-0.000625514
8.685,-0.000580415
8.69,-0.00053176
8.695,-0.000476453
8.7,-0.000414194
8.705,-0.000344739
8.71,-0.000266748
8.715,-0.000178311
8.72,-7.80573e-05
8.725,3.37854e-05
8.73,0.000155337
8.735,0.000283115
8.74,0.000411269
8.745,0.000532529
8.75,0.000641361
8.755,0.000735819
8.76,0.000816527
8.765,0.000885005
8.77,0.000943586
8.775,0.000996073
8.78,0.00104679
8.785,0.00109872
8.79,0.00115426
8.795,0.00121806
8.8,0.00129711
8.805,0.00139683
8.81,0.00151763
8.815,0.00165583
8.82,0.00180554
8.825,0.00195875
8.83,0.00210634
8.835,0.00223988
8.84,0.00235174
8.845,0.00243575
8.85,0.0024887
8.855,0.00250981
8.86,0.00249938
8.865,0.00245909
8.87,0.00239277
8.875,0.00230616
8.88,0.00220644
8.885,0.00210213
8.89,0.00200196
8.895,0.00191358
8.9,0.00184347
8.905,0.00179625
8.91,0.00177443
8.915,0.0017793
8.92,0.00180879
8.925,0.00185469
8.93,0.00190533
8.935,0.00194909
8.94,0.00197524
8.945,0.00197488
8.95,0.00194172
8.955,0.00187108
8.96,0.00175983
8.965,0.00160882
8.97,0.0014245
8.975,0.00121596
8.98,0.00099129
8.985,0.00075757
8.99,0.000521052
8.995,0.000286528
9,5.90474e-05
9.005,-0.000153327
9.01,-0.000340591
9.015,-0.000496063
9.02,-0.000619961
9.025,-0.000717177
9.03,-0.000793307
9.035,-0.000853379
9.04,-0.000901759
9.045,-0.000942106
9.05,-0.00097773
9.055,-0.00101115
9.06,-0.001043
9.065,-0.00107228
9.07,-0.00109751
9.075,-0.00111721
9.08,-0.00112979
9.085,-0.0011338
9.09,-0.00112876
9.095,-0.00111543
9.1,-0.0010941
9.105,-0.00106327
9.11,-0.00102091
9.115,-0.00096606
9.12,-0.000898804
9.125,-0.000819574
9.13,-0.000728508
9.135,-0.000625528
9.14,-0.000510776
9.145,-0.000385465
9.15,-0.000253811
9.155,-0.000124107
9.16,-6.61977e-06
9.165,9.06796e-05
9.17,0.0001648
9.175,0.000216518
9.18,0.000247904
9.185,0.000261991
9.19,0.00026341
9.195,0.000257278
9.2,0.000247648
9.205,0.000238088
9.21,0.000232606
9.215,0.00023471
9.22,0.000246065
9.225,0.000265946
9.23,0.000291278
9.235,0.000318205
9.24,0.000345023
9.245,0.000374012
9.25,0.000409587
9.255,0.000453708
9.26,0.000505013
9.265,0.000563962
9.27,0.000635187
9.275,0.000722268
9.28,0.000823117
9.285,0.000932022
9.29,0.00104259
9.295,0.00114757
9.3,0.00124029
9.305,0.00131763
9.31,0.00137937
9.315,0.00142531
9.32,0.00145441
9.325,0.00146549
9.33,0.00145759
9.335,0.00143066
9.34,0.0013866
9.345,0.001329
9.35,0.00126104
9.355,0.00118286
9.36,0.00109157
9.365,0.000984953
9.37,0.000864095
9.375,0.000732188
9.38,0.000592605
9.385,0.000448324
9.39,0.000301021
9.395,0.00015007
9.4,-6.86598e-06
9.405,-0.000172187
9.41,-0.000346993
9.415,-0.000530694
9.42,-0.00072165
9.425,-0.000917709
9.43,-0.00111549
9.435,-0.00131002
9.44,-0.00149635
9.445,-0.00167012
9.45,-0.00182609
9.455,-0.00195934
9.46,-0.00206784
9.465,-0.00215165
9.47,-0.00221162
9.475,-0.00225058
9.48,-0.00227332
9.485,-0.00228324
9.49,-0.00227945
9.495,-0.00225794
9.5,-0.00221567
9.505,-0.00215284
9.51,-0.0020713
9.515,-0.0019728
9.52,-0.00186038
9.525,-0.00174022
9.53,-0.00161999
9.535,-0.00150604
9.54,-0.00140281
9.545,-0.00131312
9.55,-0.00123748
9.555,-0.00117401
9.56,-0.00111924
9.565,-0.00106844
9.57,-0.00101682
9.575,-0.00096165
9.58,-0.000902907
9.585,-0.000841617
9.59,-0.000778091
9.595,-0.000712
9.6,-0.000643556
9.605,-0.000574122
9.61,-0.000505765
9.615,-0.000439411
9.62,-0.000372644
9.625,-0.000300796
9.63,-0.000220953
9.635,-0.000133161
9.64,-3.79813e-05
9.645,6.4289e-05
9.65,0.000172362
9.655,0.00028411
9.66,0.000397458
9.665,0.000510874
9.67,0.000624195
9.675,0.000739014
9.68,0.000857928
9.685,0.000983412
9.69,0.00111698
9.695,0.00125897
9.7,0.00140949
9.705,0.00156902
9.71,0.00173564
9.715,0.00190189
9.72,0.00205596
9.725,0.00218665
9.73,0.00228768
9.735,0.00235777
9.74,0.00239749
9.745,0.00240764
9.75,0.00239043
9.755,0.00234978
9.76,0.00228959
9.765,0.00221336
9.77,0.00212534
9.775,0.00203016
9.78,0.0019305
9.785,0.00182591
9.79,0.00171336
9.795,0.00158786
9.8,0.00144389
9.805,0.00127777
9.81,0.0010892
9.815,0.000880146
9.82,0.000652928
9.825,0.000409682
9.83,0.000152705
9.835,-0.000115927
9.84,-0.000394523
9.845,-0.000679744
9.85,-0.000963856
9.855,-0.00123501
9.86,-0.00148131
9.865,-0.00169499
9.87,-0.00187303
9.875,-0.00201535
9.88,-0.00212359
9.885,-0.00220058
9.89,-0.00224975
9.895,-0.00227557
9.9,-0.00228422
9.905,-0.00228252
9.91,-0.00227562
9.915,-0.00226643
9.92,-0.00225675
9.925,-0.00224717
9.93,-0.00223542
9.935,-0.00221629
9.94,-0.0021843
9.945,-0.00213649
9.95,-0.00207356
9.955,-0.00199959
9.96,-0.00191955
9.965,-0.00183552
9.97,-0.00174544
9.975,-0.00164512
9.98,-0.0015315
9.985,-0.00140449
9.99,-0.00126649
9.995,-0.00112104
10,-0.000971739
10.005,-0.00082265
10.01,-0.000680174
10.015,-0.000553494
10.02,-0.000451015
10.025,-0.000376787
10.03,-0.00033087
10.035,-0.000310464
10.04,-0.00030895
10.045,-0.000315942
10.05,-0.000320173
10.055,-0.000313163
10.06,-0.000291888
10.065,-0.000258938
10.07,-0.000219979
10.075,-0.000180979
10.08,-0.000147203
10.085,-0.000123157
10.09,-0.000112279
10.095,-0.000116473
10.1,-0.000136177
10.105,-0.000171243
10.11,-0.00022162
10.115,-0.000286998
10.12,-0.000365887
10.125,-0.00045488
10.13,-0.000548568
10.135,-0.000639757
10.14,-0.000720758
10.145,-0.000785484
10.15,-0.000829826
10.155,-0.000851501
10.16,-0.000851158
10.165,-0.000832119
10.17,-0.000798257
10.175,-0.000752769
10.18,-0.000698732
10.185,-0.000640291
10.19,-0.000582744
10.195,-0.000530812
10.2,-0.00048706
10.205,-0.000452818
10.21,-0.000429763
10.215,-0.000418804
10.22,-0.0004178
10.225,-0.000421641
10.23,-0.000424317
10.235,-0.0004201
10.24,-0.000403721
10.245,-0.000370813
10.25,-0.000318408
10.255,-0.000245431
10.26,-0.0001534
10.265,-4.74545e-05
10.27,6.30772e-05
10.275,0.000165917
10.28,0.000249078
10.285,0.000304887
10.29,0.000331606
10.295,0.000331516
10.3,0.000308983
10.305,0.000270798
10.31,0.000226664
10.315,0.000187337
10.32,0.000160845
10.325,0.000149709
10.33,0.000151152
10.335,0.000159731
10.34,0.00017022
10.345,0.00017841
10.35,0.000180566
10.355,0.000174754
10.36,0.000162918
10.365,0.00014983
10.37,0.000140001
10.375,0.000136041
10.38,0.000138628
10.385,0.000146389
10.39,0.000155441
10.395,0.000160091
10.4,0.000155132
10.405,0.00013795
10.41,0.00010907
10.415,7.09856e-05
10.42,2.62985e-05
10.425,-2.26657e-05
10.43,-7.32305e-05
10.435,-0.000122765
10.44,-0.000169022
10.445,-0.00020938
10.45,-0.000240835
10.455,-0.000261329
10.46,-0.00027051
10.465,-0.000268983
10.47,-0.000257145
10.475,-0.000234674
10.48,-0.00020081
10.485,-0.000155432
10.49,-0.000100022
10.495,-3.71568e-05
10.5,2.99069e-05
10.505,9.63549e-05
10.51,0.000156467
10.515,0.000205955
10.52,0.00024247
10.525,0.000264446
10.53,0.000271032
10.535,0.000263004
10.54,0.000242641
10.545,0.000212292
10.55,0.000173583
10.555,0.000127673
10.56,7.52797e-05
10.565,1.77639e-05
10.57,-4.06133e-05
10.575,-9.25005e-05
10.58,-0.000129899
10.585,-0.000146481
10.59,-0.000138382
10.595,-0.000104632
10.6,-4.76635e-05
10.605,2.76807e-05
10.61,0.000115987
10.615,0.00021126
10.62,0.000306289
10.625,0.000394573
10.63,0.000473184
10.635,0.000543041
10.64,0.000607303
10.645,0.00067026
10.65,0.000736675
10.655,0.000810261
10.66,0.00089195
10.665,0.00098033
10.67,0.00107323
10.675,0.00116777
10.68,0.00125966
10.685,0.00134349
10.69,0.00141444
10.695,0.00146936
10.7,0.00150582
10.705,0.00152094
10.71,0.00151178
10.715,0.00147628
10.72,0.00141291
10.725,0.00132132
10.73,0.00120492
10.735,0.00107089
10.74,0.000926115
10.745,0.000774969
10.75,0.000620711
10.755,0.000466288
10.76,0.000314335
10.765,0.000166898
10.77,2.40008e-05
10.775,-0.000116491
10.78,-0.000255922
10.785,-0.000392945
10.79,-0.000525548
10.795,-0.000652887
10.8,-0.000773787
10.805,-0.000884964
10.81,-0.000981434
10.815,-0.00105716
10.82,-0.00110521
10.825,-0.0011192
10.83,-0.00109499
10.835,-0.00103107
10.84,-0.000928179
10.845,-0.000788768
10.85,-0.000616894
10.855,-0.000419048
10.86,-0.000204545
10.865,1.5223e-05
10.87,0.000228739
10.875,0.000426948
10.88,0.00060423
10.885,0.000757024
10.89,0.000882564
10.895,0.00097892
10.9,0.00104518
10.905,0.0010816
10.91,0.00108986
10.915,0.00107292
10.92,0.00103503
10.925,0.000981573
10.93,0.000918288
10.935,0.000851024
10.94,0.000786218
10.945,0.000729908
10.95,0.000684996
10.955,0.000650158
10.96,0.000621491
10.965,0.000593992
10.97,0.000561201
10.975,0.000515173
10.98,0.00044932
10.985,0.000361993
10.99,0.000257169
10.995,0.000142649
11,2.79871e-05
11.005,-7.70556e-05
11.01,-0.000164118
11.015,-0.000228052
11.02,-0.000267757
11.025,-0.000285632
11.03,-0.00028677
11.035,-0.000278314
11.04,-0.000267742
11.045,-0.000260404
11.05,-0.000258977
11.055,-0.000264824
11.06,-0.000278627
11.065,-0.000300448
11.07,-0.000330785
11.075,-0.00037159
11.08,-0.000425711
11.085,-0.000495212
11.09,-0.000579863
11.095,-0.000676039
11.1,-0.000776508
11.105,-0.000872744
11.11,-0.000958322
11.115,-0.00102941
11.12,-0.00108293
11.125,-0.00111632
11.13,-0.0011289
11.135,-0.00112322
11.14,-0.00110597
11.145,-0.00108691
11.15,-0.00107452
11.155,-0.0010722
11.16,-0.00107846
11.165,-0.00108927
11.17,-0.0010996
11.175,-0.0011031
11.18,-0.00109164
11.185,-0.00105641
11.19,-0.000990412
11.195,-0.000890504
11.2,-0.000757428
11.205,-0.000594515
11.21,-0.000407561
11.215,-0.000204545
11.22,6.6731e-06
11.225,0.000219409
11.23,0.000427011
11.235,0.000622983
11.24,0.00080204
11.245,0.000959715
11.25,0.00109152
11.255,0.00119399
11.26,0.00126646
11.265,0.00131072
11.27,0.00132914
11.275,0.00132441
11.28,0.00130083
11.285,0.00126484
11.29,0.00122375
11.295,0.00118385
11.3,0.00114928
11.305,0.00112153
11.31,0.00109943
11.315,0.00108011
11.32,0.00105974
11.325,0.00103378
11.33,0.000998228
11.335,0.000950456
11.34,0.000888736
11.345,0.000812418
11.35,0.000723471
11.355,0.000627346
11.36,0.000530792
11.365,0.000438462
11.37,0.00035208
11.375,0.000272253
11.38,0.000200198
11.385,0.000137788
11.39,8.71564e-05
11.395,5.10997e-05
11.4,3.24751e-05
11.405,3.21554e-05
11.41,4.84583e-05
11.415,7.85437e-05
11.42,0.000118947
11.425,0.000163865
11.43,0.000204354
11.435,0.000231634
11.44,0.000240639
11.445,0.000229821
11.45,0.000200187
11.455,0.000155025
11.46,9.85718e-05
11.465,3.47141e-05
11.47,-3.3482e-05
11.475,-0.000104226
11.48,-0.000176861
11.485,-0.000251071
11.49,-0.000327219
11.495,-0.000407961
11.5,-0.000497818
11.505,-0.000599542
11.51,-0.00071111
11.515,-0.000826009
11.52,-0.000935074
11.525,-0.00102822
11.53,-0.00109717
11.535,-0.00113859
11.54,-0.00115357
11.545,-0.00114437
11.55,-0.00111359
11.555,-0.00106612
11.56,-0.00100973
11.565,-0.000953188
11.57,-0.000903546
11.575,-0.000864372
11.58,-0.000835649
11.585,-0.000814254
11.59,-0.000793902
11.595,-0.000765983
11.6,-0.000722676
11.605,-0.000659655
11.61,-0.000576068
11.615,-0.000473452
11.62,-0.00035484
11.625,-0.000224193
11.63,-8.67625e-05
11.635,5.11276e-05
11.64,0.000184338
11.645,0.000309999
11.65,0.000425182
11.655,0.000525195
11.66,0.000605543
11.665,0.000664162
11.67,0.000700722
11.675,0.000714731
11.68,0.000705157
11.685,0.0006719
11.69,0.000617097
11.695,0.000544848
11.7,0.000460226
11.705,0.000368458
11.71,0.000274277
11.715,0.000181441
11.72,9.28556e-05
11.725,1.11889e-05
11.73,-6.15684e-05
11.735,-0.000125698
11.74,-0.000183749
11.745,-0.000237996
11.75,-0.000288502
11.755,-0.000333654
11.76,-0.000371775
11.765,-0.000402315
11.77,-0.000425435
11.775,-0.000439782
11.78,-0.000441539
11.785,-0.000426979
11.79,-0.000394908
11.795,-0.000346288
11.8,-0.000283939
11.805,-0.0002127
11.81,-0.000137207
11.815,-5.95453e-05
11.82,1.97826e-05
11.825,9.96875e-05
11.83,0.000178318
11.835,0.000254388
11.84,0.000327549
11.845,0.000397692
11.85,0.000464473
11.855,0.000526999
11.86,0.000583234
11.865,0.000629195
11.87,0.00065961
11.875,0.000671117
11.88,0.000664051
11.885,0.000640208
11.89,0.000601054
11.895,0.000549284
11.9,0.000489895
11.905,0.000427862
11.91,0.000365476
11.915,0.00030275
11.92,0.000239251
11.925,0.000174648
11.93,0.000107829
11.935,3.58179e-05
11.94,-4.50218e-05
11.945,-0.000134778
11.95,-0.000227402
11.955,-0.000314024
11.96,-0.00038857
11.965,-0.000449285
11.97,-0.000496066
11.975,-0.000528199
11.98,-0.000545024
11.985,-0.000547481
11.99,-0.000538137
11.995,-0.000520306
12,-0.000496792
12.005,-0.000467969
12.01,-0.000431372
12.015,-0.000384017
12.02,-0.000324278
12.025,-0.00025162
12.03,-0.000166771
12.035,-7.29408e-05
12.04,2.44362e-05
12.045,0.000119784
12.05,0.000208949
12.055,0.000289172
12.06,0.000359039
12.065,0.000418879
12.07,0.000470053
12.075,0.000514124
12.08,0.000553171
12.085,0.000589034
12.09,0.000621874
12.095,0.00065056
12.1,0.000673487
12.105,0.00068913
12.11,0.000697242
12.115,0.000698614
12.12,0.000693369
12.125,0.000681719
12.13,0.000666285
12.135,0.000652051
12.14,0.000644262
12.145,0.000646227
12.15,0.00065853
12.155,0.000679996
12.16,0.000708961
12.165,0.00074406
12.17,0.0007844
12.175,0.000829385
12.18,0.000878848
12.185,0.000932675
12.19,0.000989896
12.195,0.00104904
12.2,0.00110886
12.205,0.00116807
12.21,0.00122505
12.215,0.00127765
12.22,0.00132284
12.225,0.00135774
12.23,0.00138147
12.235,0.001395
12.24,0.00139963
12.245,0.00139647
12.25,0.00138693
12.255,0.00137301
12.26,0.00135712
12.265,0.00134123
12.27,0.00132653
12.275,0.00131296
12.28,0.00129792
12.285,0.00127608
12.29,0.00124224
12.295,0.00119399
12.3,0.00113125
12.305,0.00105395
12.31,0.000961113
12.315,0.000852399
12.32,0.000730483
12.325,0.000601917
12.33,0.00047538
12.335,0.000358824
12.34,0.000257385
12.345,0.000172765
12.35,0.000103835
12.355,4.79052e-05
12.36,1.56826e-06
12.365,-3.953e-05
12.37,-8.06601e-05
12.375,-0.00012699
12.38,-0.000182663
12.385,-0.000250582
12.39,-0.000332358
12.395,-0.000427157
12.4,-0.000530708
12.405,-0.000636746
12.41,-0.000739531
12.415,-0.000835598
12.42,-0.000923754
12.425,-0.00100315
12.43,-0.00107205
12.435,-0.00112852
12.44,-0.00117126
12.445,-0.00119938
12.45,-0.00121201
12.455,-0.00120931
12.46,-0.00119391
12.465,-0.00117005
12.47,-0.00114168
12.475,-0.0011122
12.48,-0.00108512
12.485,-0.00106364
12.49,-0.00104895
12.495,-0.00103919
12.5,-0.00103022
12.505,-0.00101745
12.51,-0.000996498
12.515,-0.000962511
12.52,-0.000910331
12.525,-0.000836457
12.53,-0.000741263
12.535,-0.000629009
12.54,-0.000505747
12.545,-0.000377964
12.55,-0.000252753
12.555,-0.000137229
12.56,-3.61699e-05
12.565,4.94773e-05
12.57,0.000120776
12.575,0.000178305
12.58,0.000222546
12.585,0.00025599
12.59,0.00028311
12.595,0.000306982
12.6,0.000326659
12.605,0.000338509
12.61,0.000338767
12.615,0.000324535
